age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
27.0,116866.01,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
24.0,195422.39,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
27.0,169558.38,1.0,0.0,0.0,40.0,Private,10th,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
38.0,449083.44,8.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Dominican-Republic,<=50K
45.0,1290291.8,1.0,0.0,0.0,40.0,Private,5th-6th,Widowed,Sales,Unmarried,White,Female,Mexico,<=50K
90.0,229463.92,9.0,0.0,0.0,38.0,Private,9th,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
17.0,155838.23,10.0,0.0,0.0,40.0,,Some-college,Never-married,,Own-child,White,Male,United-States,<=50K
36.0,13492.0,13.0,0.0,0.0,40.0,State-gov,Doctorate,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
17.0,1484705.0,10.0,0.0,0.0,20.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
43.0,220284.69,10.0,0.0,1977.0,40.0,State-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
42.0,185682.27,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
90.0,189476.95,1.0,0.0,0.0,2.0,,7th-8th,Widowed,,Unmarried,Black,Female,United-States,<=50K
26.0,278404.22,10.0,0.0,0.0,40.0,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
72.973976,214698.52,14.153302,99999.0,0.0,50.0,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
47.0,201722.33,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
47.0,348741.16,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Philippines,>50K
29.0,13492.0,9.0,0.0,0.0,65.0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
17.0,208359.66,10.0,0.0,0.0,1.0,,Some-college,Never-married,,Own-child,Other,Female,United-States,<=50K
47.0,192321.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
53.0,161731.69,10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
51.0,348984.56,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
17.0,27306.598,9.0,0.0,0.0,20.0,Private,Some-college,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,United-States,<=50K
37.0,301838.47,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
50.0,180548.23,13.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
27.0,374024.8,13.0,0.0,0.0,40.0,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
47.0,13492.0,14.0,0.0,0.0,55.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
32.0,197511.92,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
27.0,204854.44,10.0,7298.0,0.0,40.0,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States,<=50K
38.0,191077.75,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
59.0,275615.9,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
44.0,104537.06,10.0,0.0,0.0,5.0665865,,Assoc-acdm,Married-civ-spouse,,Wife,White,Female,United-States,<=50K
38.0,210055.69,9.0,0.0,0.0,40.0,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,,<=50K
78.17806,202997.78,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
23.0,188855.47,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
33.0,167475.45,10.0,0.0,0.0,83.695816,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,>50K
49.0,303963.34,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
35.0,157860.92,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
52.0,215411.61,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
35.0,278051.2,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
52.0,13492.0,10.0,0.0,0.0,24.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
43.0,190775.7,14.0,0.0,0.0,60.0,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
24.0,145398.6,9.0,0.0,0.0,99.0,Private,12th,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
20.0,236235.84,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,,<=50K
34.0,255278.86,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
25.0,196509.66,13.0,0.0,0.0,40.0,,Bachelors,Never-married,,Own-child,White,Male,United-States,<=50K
34.0,238938.33,9.0,0.0,0.0,60.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
33.0,161444.4,9.0,0.0,0.0,40.0,,11th,Never-married,,Own-child,Black,Male,United-States,<=50K
90.0,211424.95,6.0,0.0,0.0,40.0,Private,7th-8th,Widowed,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
35.0,168058.94,9.0,0.0,0.0,40.0,,HS-grad,Never-married,,Other-relative,Black,Female,United-States,<=50K
54.0,216829.89,13.0,0.0,0.0,35.0,Private,Bachelors,Widowed,Prof-specialty,Unmarried,Black,Female,United-States,<=50K
21.0,291063.94,10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Sales,Own-child,Black,Male,United-States,<=50K
52.0,194212.22,9.0,0.0,0.0,40.0,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,United-States,<=50K
36.0,140616.5,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
53.0,191047.14,6.0,0.0,0.0,15.0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
25.0,187801.81,9.0,0.0,0.0,99.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
32.0,303102.78,10.0,0.0,0.0,30.0,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
64.0,262956.2,16.0,99999.0,0.0,60.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
27.0,101589.1,12.58516,0.0,0.0,44.0,Private,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
22.0,152435.77,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
23.0,85920.125,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
21.0,204794.14,9.0,0.0,0.0,30.0,Private,12th,Never-married,Sales,Own-child,White,Female,United-States,<=50K
48.0,1484705.0,7.0,0.0,0.0,40.0,Local-gov,9th,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
48.0,123176.59,13.0,0.0,0.0,40.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
28.0,241519.69,7.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
25.0,175246.38,1.0,0.0,0.0,99.0,Private,11th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
24.0,13492.0,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,United-States,<=50K
37.0,132263.6,13.0,5013.0,0.0,60.0,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
20.0,130838.555,13.0,0.0,0.0,30.0,,Assoc-voc,Never-married,,Own-child,White,Female,United-States,<=50K
26.0,48655.91,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
20.0,147526.17,13.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,United-States,<=50K
17.0,1484705.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,,<=50K
36.0,187868.55,9.0,0.0,0.0,1.0,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,United-States,<=50K
39.0,191525.19,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
29.0,118807.14,9.0,0.0,0.0,60.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
37.0,201857.2,10.0,0.0,0.0,50.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29.0,210344.88,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
42.0,188700.9,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Germany,<=50K
21.0,1484705.0,8.0,0.0,0.0,38.0,State-gov,12th,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
40.0,13492.0,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
36.0,169807.62,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
59.0,119655.29,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
55.0,115330.92,10.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Widowed,Sales,Unmarried,White,Female,United-States,<=50K
32.0,187498.22,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
60.387547,13492.0,9.0,0.0,0.0,55.0,,HS-grad,Married-civ-spouse,,Husband,White,Male,United-States,<=50K
34.0,206777.33,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
20.0,201755.36,8.0,0.0,0.0,40.0,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
25.0,62008.215,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
23.0,245748.38,4.0,0.0,0.0,40.0,Private,11th,Never-married,Other-service,Unmarried,Black,Male,United-States,<=50K
44.0,127282.09,13.0,7298.0,0.0,50.0,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,>50K
37.0,13492.0,11.0,0.0,0.0,25.0,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
42.0,1484705.0,10.0,0.0,0.0,45.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30.0,191372.3,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
46.0,196277.61,9.0,0.0,0.0,50.0,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,<=50K
37.0,210931.78,13.0,0.0,0.0,40.0,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,United-States,>50K
28.0,284418.7,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
22.0,13492.0,9.0,0.0,0.0,60.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
47.0,214078.84,9.0,0.0,0.0,1.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
41.0,250676.55,14.0,0.0,0.0,99.0,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
53.0,184822.08,9.0,0.0,0.0,1.0,,HS-grad,Married-civ-spouse,,Husband,Black,Male,United-States,<=50K
29.0,197340.25,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
54.0,365947.44,9.0,0.0,3770.0,45.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
24.0,13492.0,13.0,0.0,0.0,99.0,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
32.0,192323.88,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
27.0,227683.72,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,<=50K
37.0,149042.66,10.0,0.0,0.0,40.0,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
35.0,190524.5,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
41.0,13492.0,13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
35.0,13492.0,13.0,0.0,0.0,50.0,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
29.100834,234571.23,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,>50K
28.0,113410.805,9.0,4064.0,0.0,55.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
90.0,129517.81,10.0,0.0,1602.0,20.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31.0,177940.83,9.0,0.0,0.0,35.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
44.0,225267.11,9.0,0.0,0.0,40.0,State-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
29.0,157401.12,10.0,0.0,0.0,40.0,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
22.0,248895.9,9.0,0.0,0.0,45.0,State-gov,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
34.0,136461.03,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Germany,<=50K
46.0,13492.0,13.0,0.0,0.0,48.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
49.0,13492.0,10.0,0.0,0.0,45.0,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
44.0,123257.51,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
55.0,41753.3,10.0,0.0,0.0,50.0,Private,Some-college,Widowed,Transport-moving,Not-in-family,White,Female,United-States,<=50K
22.0,13492.0,10.0,0.0,0.0,12.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
27.0,13492.0,12.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
29.0,13492.0,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
48.676086,204589.62,14.0,14084.0,0.0,40.0,State-gov,Masters,Never-married,Prof-specialty,Husband,White,Male,United-States,>50K
41.0,304044.8,16.0,0.0,3770.0,60.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
33.0,108635.32,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
38.0,27400.2,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,>50K
49.0,179437.66,9.0,15024.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
59.0,239386.53,14.0,0.0,0.0,1.0,Private,Prof-school,Widowed,Prof-specialty,Unmarried,White,Female,United-States,<=50K
38.0,197947.75,10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Divorced,Tech-support,Unmarried,White,Female,United-States,<=50K
21.0,190046.86,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
34.0,282393.47,1.0,0.0,0.0,30.0,Private,1st-4th,Married-civ-spouse,Sales,Other-relative,White,Male,Mexico,<=50K
43.0,102135.414,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
40.0,13492.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
46.0,194684.47,9.0,0.0,0.0,40.0,Private,HS-grad,Widowed,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
39.0,122242.67,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
17.0,204246.77,10.0,0.0,0.0,35.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,,<=50K
40.0,160030.31,1.0,0.0,0.0,26.567375,Private,10th,Separated,Other-service,Not-in-family,Black,Female,United-States,<=50K
22.0,151974.47,9.0,0.0,0.0,25.0,,12th,Never-married,,Own-child,White,Male,United-States,<=50K
55.0,163449.3,9.0,0.0,0.0,99.0,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,,<=50K
46.0,171518.31,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
29.0,316322.75,10.0,0.0,0.0,35.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
17.0,187744.92,10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
35.0,146724.83,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Sales,Other-relative,White,Female,,<=50K
48.0,240164.06,3.0,0.0,0.0,40.0,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
39.0,132591.05,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
50.0,165208.19,14.0,99999.0,0.0,40.0,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
44.0,218640.8,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
35.0,13492.0,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
19.0,90042.93,9.0,0.0,0.0,99.0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,Black,Male,United-States,<=50K
24.0,189515.75,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
48.0,134906.73,9.0,0.0,0.0,40.0,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
50.0,127199.11,11.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
63.0,172551.11,14.0,0.0,0.0,1.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
32.0,107180.11,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
25.0,218039.25,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
50.0,281063.47,13.0,0.0,1720.3132,55.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28.0,284296.88,13.0,0.0,0.0,20.0,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
46.0,182702.03,9.0,15024.0,0.0,40.0,Local-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
43.0,126579.5,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
49.0,217819.23,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Dominican-Republic,<=50K
36.0,251999.27,10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Separated,Farming-fishing,Own-child,White,Male,United-States,<=50K
60.0,223735.23,1.0,0.0,0.0,40.0,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
27.0,124732.78,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
40.0,250339.81,13.0,0.0,0.0,65.0,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
25.0,236545.95,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,United-States,<=50K
31.0,276744.47,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
40.0,13492.0,14.0,0.0,0.0,45.0,Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,,<=50K
27.0,259668.42,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Mexico,<=50K
27.0,127412.37,9.0,0.0,0.0,50.0,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,<=50K
23.0,193414.95,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
17.0,255485.58,9.0,0.0,0.0,1.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
38.0,350107.12,8.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
39.0,200464.14,10.0,0.0,0.0,40.0,Private,Some-college,Separated,Adm-clerical,Own-child,White,Male,United-States,<=50K
52.0,198800.16,10.0,0.0,0.0,45.0,Federal-gov,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,>50K
35.0,150095.6,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
46.0,250122.52,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
53.0,53475.21,11.0,0.0,0.0,40.0,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
42.0,217880.8,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Columbia,<=50K
24.0,172233.39,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,>50K
47.0,214778.19,9.0,0.0,0.0,40.0,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,Italy,<=50K
30.0,13492.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
45.0,184034.08,9.0,0.0,0.0,40.0,,HS-grad,Married-civ-spouse,,Husband,Black,Male,United-States,<=50K
33.0,156894.45,10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
58.0,179906.33,9.0,0.0,0.0,40.0,Private,HS-grad,Widowed,Transport-moving,Unmarried,Other,Female,Puerto-Rico,<=50K
33.0,206525.11,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
52.0,186995.84,13.0,0.0,0.0,48.0,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
23.0,60135.273,13.0,0.0,0.0,1.0,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
90.0,91534.586,13.0,0.0,0.0,1.0,,Bachelors,Married-civ-spouse,,Husband,White,Male,United-States,>50K
35.0,113392.586,10.0,2174.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
33.0,332925.7,9.0,0.0,3770.0,40.0,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
20.697365,103585.375,10.0,0.0,0.0,35.0,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
33.0,141102.98,10.0,0.0,0.0,48.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
59.0,187397.11,10.0,0.0,0.0,1.0,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
38.0,123857.695,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
50.0,216024.58,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
90.0,139371.89,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
34.0,284159.1,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Canada,<=50K
36.0,159505.3,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
42.0,305559.8,13.0,0.0,0.0,50.0,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
20.0,151022.89,10.0,0.0,0.0,32.0,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
29.0,224312.14,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
26.0,119862.83,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
